300x300	5	0	30.902640	18.318223	6.154672	x5
300x300	5	1	30.902640	18.503674	6.756161	x5
300x300	5	2	30.902640	18.422227	5.946879	x5
300x300	5	3	30.902640	18.386343	6.802617	x5
300x300	5	4	30.902640	18.372796	7.386474	x5
300x300	10	0	30.902640	18.182986	13.802585	x5
300x300	10	1	30.902640	18.391177	15.114724	x5
300x300	10	2	30.902640	18.305806	15.284061	x5
300x300	10	3	30.902640	18.273235	13.137116	x5
300x300	10	4	30.902640	18.241478	13.675286	x5
300x300	20	0	30.902640	18.057643	26.003358	x5
300x300	20	1	30.902640	18.281269	25.510722	x5
300x300	20	2	30.902640	18.198473	26.415898	x5
300x300	20	3	30.902640	18.161732	26.401659	x5
300x300	20	4	30.902640	18.132769	27.005262	x5
500x500	5	0	30.907675	17.583031	21.350382	x5
500x500	5	1	30.907675	17.784190	20.682119	x5
500x500	5	2	30.907675	17.708676	17.816748	x5
500x500	5	3	30.907675	17.675856	16.822381	x5
500x500	5	4	30.907675	17.656136	18.861767	x5
500x500	10	0	30.907675	17.467279	48.141746	x5
500x500	10	1	30.907675	17.676533	45.397575	x5
500x500	10	2	30.907675	17.593636	40.075930	x5
500x500	10	3	30.907675	17.555000	40.548316	x5
500x500	10	4	30.907675	17.532395	39.589887	x5
500x500	20	0	30.907675	17.355355	105.858946	x5
500x500	20	1	30.907675	17.582927	86.926391	x5
500x500	20	2	30.907675	17.493881	86.436987	x5
500x500	20	3	30.907675	17.451911	85.217097	x5
500x500	20	4	30.907675	17.427300	88.238846	x5
800x800	5	0	30.906842	16.912365	55.894706	x5
800x800	5	1	30.906842	17.125890	48.872176	x5
800x800	5	2	30.906842	17.055139	60.119733	x5
800x800	5	3	30.906842	17.021407	55.981709	x5
800x800	5	4	30.906842	17.000868	50.896690	x5
800x800	10	0	30.906842	16.795098	132.289997	x5
800x800	10	1	30.906842	17.012171	127.530324	x5
800x800	10	2	30.906842	16.933346	129.354568	x5
800x800	10	3	30.906842	16.893487	128.716645	x5
800x800	10	4	30.906842	16.874761	118.249103	x5
800x800	20	0	30.906842	16.697966	284.346555	x5
800x800	20	1	30.906842	16.926284	315.264398	x5
800x800	20	2	30.906842	16.837649	295.414812	x5
800x800	20	3	30.906842	16.794723	288.727140	x5
800x800	20	4	30.906842	16.772678	273.736848	x5
