300x300	5	0	739.485777	440.516618	11.615081	x5
300x300	5	1	739.571871	444.727614	11.690230	x4
300x300	5	2	739.571871	446.922420	11.637573	x4
300x300	5	3	739.571871	447.722400	11.683700	x4
300x300	5	4	739.571871	447.713756	11.664002	x4
300x300	10	0	739.571871	426.337456	22.014199	x4
300x300	10	1	739.571871	429.585189	22.175668	x4
300x300	10	2	739.571871	431.796665	22.170753	x4
300x300	10	3	739.571871	432.731257	22.164981	x4
300x300	10	4	739.571871	432.361894	22.225898	x4
300x300	20	0	739.571871	415.532009	41.234268	x4
300x300	20	1	739.571871	418.208450	41.326494	x4
300x300	20	2	739.571871	419.644481	40.782448	x4
300x300	20	3	739.571871	420.600249	41.154538	x4
300x300	20	4	739.571871	420.774117	40.932668	x4
500x500	5	0	741.922336	432.446239	34.435570	x4
500x500	5	1	741.922336	437.306646	33.761980	x4
500x500	5	2	741.922336	439.641897	33.728050	x4
500x500	5	3	741.922336	441.343654	33.566227	x4
500x500	5	4	741.922336	441.177605	33.792652	x4
500x500	10	0	741.922336	415.656635	67.898794	x4
500x500	10	1	741.922336	419.771947	66.468830	x4
500x500	10	2	741.922336	422.227372	67.757136	x4
500x500	10	3	741.922336	424.050363	66.318575	x4
500x500	10	4	741.922336	423.788763	67.210394	x4
500x500	20	0	741.922336	401.513610	132.205752	x4
500x500	20	1	741.922336	405.021912	133.063733	x4
500x500	20	2	741.922336	406.972245	132.014603	x4
500x500	20	3	741.922336	408.443700	134.372423	x4
500x500	20	4	741.922336	408.397169	132.986826	x4
800x800	5	0	743.189569	426.068357	91.409615	x4
800x800	5	1	743.189569	430.973685	91.259869	x4
800x800	5	2	743.189569	433.847049	91.238511	x4
800x800	5	3	743.189569	435.516933	90.778633	x4
800x800	5	4	743.189569	435.260062	90.857886	x4
800x800	10	0	743.189569	408.398906	187.520540	x4
800x800	10	1	743.189569	412.912090	188.393684	x4
800x800	10	2	743.189569	415.806948	188.657131	x4
800x800	10	3	743.189569	417.523244	188.944260	x4
800x800	10	4	743.189569	417.506406	189.678702	x4
800x800	20	0	743.189569	392.197956	391.333611	x4
800x800	20	1	743.189569	396.367859	396.702188	x4
800x800	20	2	743.189569	399.048103	398.634526	x4
800x800	20	3	743.189569	400.659356	399.230847	x4
800x800	20	4	743.189569	400.719017	398.182340	x4
