300x300	5	0	739.485777	440.516618	5.373706	x5
300x300	5	1	739.485777	444.783663	5.274170	x5
300x300	5	2	739.485777	446.866208	5.327050	x5
300x300	5	3	739.485777	447.746358	4.985762	x5
300x300	5	4	739.485777	447.655879	5.267894	x5
300x300	10	0	739.485777	426.347969	10.926215	x5
300x300	10	1	739.485777	429.561734	11.318857	x5
300x300	10	2	739.485777	431.755480	11.105312	x5
300x300	10	3	739.485777	432.682094	11.294557	x5
300x300	10	4	739.485777	432.379957	11.045079	x5
300x300	20	0	739.485777	415.500333	30.309922	x5
300x300	20	1	739.485777	418.235736	21.277778	x5
300x300	20	2	739.485777	419.486568	21.091135	x5
300x300	20	3	739.485777	420.734461	20.080134	x5
300x300	20	4	739.485777	420.733195	20.989171	x5
500x500	5	0	741.923977	432.302333	15.875221	x5
500x500	5	1	741.923977	437.241743	16.170812	x5
500x500	5	2	741.923977	439.743186	15.613186	x5
500x500	5	3	741.923977	441.344062	16.227181	x5
500x500	5	4	741.923977	441.066805	16.084304	x5
500x500	10	0	741.923977	415.695087	35.359636	x5
500x500	10	1	741.923977	419.778774	33.389844	x5
500x500	10	2	741.923977	422.194250	36.253710	x5
500x500	10	3	741.923977	424.055390	34.578617	x5
500x500	10	4	741.923977	423.793634	35.199795	x5
500x500	20	0	741.923977	401.460927	67.120540	x5
500x500	20	1	741.923977	404.994877	69.834793	x5
500x500	20	2	741.923977	406.957599	67.827534	x5
500x500	20	3	741.923977	408.504794	69.438124	x5
500x500	20	4	741.923977	408.455568	68.439223	x5
800x800	5	0	743.220451	426.075740	41.869003	x5
800x800	5	1	743.220451	430.975868	42.733383	x5
800x800	5	2	743.220451	433.850415	42.933690	x5
800x800	5	3	743.220451	435.479679	43.312807	x5
800x800	5	4	743.220451	435.258899	43.151075	x5
800x800	10	0	743.220451	408.398231	91.361335	x5
800x800	10	1	743.220451	412.997138	95.073758	x5
800x800	10	2	743.220451	415.793432	91.670117	x5
800x800	10	3	743.220451	417.522852	95.153525	x5
800x800	10	4	743.220451	417.509799	91.254911	x5
800x800	20	0	743.220451	392.178590	186.379505	x5
800x800	20	1	743.220451	396.392310	185.892257	x5
800x800	20	2	743.220451	399.004252	186.869652	x5
800x800	20	3	743.220451	400.718896	183.347459	x5
800x800	20	4	743.220451	400.725680	189.259422	x5
