300x300	5	0	30.902640	18.318223	1.642006	x5
300x300	5	1	30.902640	18.503674	1.558954	x5
300x300	5	2	30.902640	18.422227	1.551967	x5
300x300	5	3	30.902640	18.386343	1.568927	x5
300x300	5	4	30.902640	18.372796	1.472926	x5
300x300	10	0	30.902640	18.182986	4.309596	x5
300x300	10	1	30.902640	18.391177	4.696217	x5
300x300	10	2	30.902640	18.305806	4.545361	x5
300x300	10	3	30.902640	18.273235	4.589496	x5
300x300	10	4	30.902640	18.241478	4.587597	x5
300x300	20	0	30.902640	18.057643	9.631100	x5
300x300	20	1	30.902640	18.281269	9.179362	x5
300x300	20	2	30.902640	18.198473	9.215508	x5
300x300	20	3	30.902640	18.161732	9.544375	x5
300x300	20	4	30.902640	18.132769	8.842410	x5
500x500	5	0	30.907675	17.583031	5.761881	x5
500x500	5	1	30.907675	17.784190	5.321249	x5
500x500	5	2	30.907675	17.708676	5.272353	x5
500x500	5	3	30.907675	17.675856	5.442179	x5
500x500	5	4	30.907675	17.656136	5.398474	x5
500x500	10	0	30.907675	17.467279	15.845856	x5
500x500	10	1	30.907675	17.676533	16.038458	x5
500x500	10	2	30.907675	17.593636	16.781359	x5
500x500	10	3	30.907675	17.555000	16.176275	x5
500x500	10	4	30.907675	17.532395	15.744379	x5
500x500	20	0	30.907675	17.355355	33.329770	x5
500x500	20	1	30.907675	17.582927	33.999688	x5
500x500	20	2	30.907675	17.493881	34.144233	x5
500x500	20	3	30.907675	17.451911	34.745109	x5
500x500	20	4	30.907675	17.427300	33.651729	x5
800x800	5	0	30.906842	16.912365	15.279598	x5
800x800	5	1	30.906842	17.125890	15.526123	x5
800x800	5	2	30.906842	17.055139	15.142474	x5
800x800	5	3	30.906842	17.021407	15.367348	x5
800x800	5	4	30.906842	17.000868	15.409347	x5
800x800	10	0	30.906842	16.795098	45.503675	x5
800x800	10	1	30.906842	17.012171	43.248307	x5
800x800	10	2	30.906842	16.933346	45.094286	x5
800x800	10	3	30.906842	16.893487	45.943091	x5
800x800	10	4	30.906842	16.874761	45.595744	x5
800x800	20	0	30.906842	16.697966	95.828936	x5
800x800	20	1	30.906842	16.926284	93.227986	x5
800x800	20	2	30.906842	16.837649	93.846880	x5
800x800	20	3	30.906842	16.794723	94.404455	x5
800x800	20	4	30.906842	16.772678	97.196219	x5
